schema,table,column,data_type,classification,is_pk,fk_references
company,company_sidecar,company_unique_id,character varying,PK,PK,company.company_master(company_unique_id)
company,company_sidecar,confidence_score,numeric,DATA,,
company,company_sidecar,created_at,timestamp without time zone,AUDIT,,
company,company_sidecar,dun_and_bradstreet_number,character varying,DATA,,
company,company_sidecar,ein_number,character varying,DATA,,
company,company_sidecar,enrichment_payload,jsonb,DATA,,
company,company_sidecar,enrichment_source,text,DATA,,
company,company_sidecar,last_enriched_at,timestamp without time zone,DATA,,
company,company_sidecar,updated_at,timestamp without time zone,AUDIT,,
company,company_slots,company_slot_unique_id,text,PK,PK,
company,company_slots,company_unique_id,text,FK,,company.company_master(company_unique_id)
company,company_slots,created_at,timestamp with time zone,AUDIT,,
company,company_slots,slot_label,text,DATA,,
company,company_slots,slot_type,text,DATA,,
company,company_source_urls,company_unique_id,text,CTB_PATH,,
company,company_source_urls,content_checksum,text,DATA,,
company,company_source_urls,created_at,timestamp with time zone,AUDIT,,
company,company_source_urls,discovered_at,timestamp with time zone,DATA,,
company,company_source_urls,discovered_from,character varying,DATA,,
company,company_source_urls,extracted_at,timestamp with time zone,DATA,,
company,company_source_urls,extraction_error,text,DATA,,
company,company_source_urls,extraction_status,character varying,OPERATIONAL,,
company,company_source_urls,http_status,integer,OPERATIONAL,,
company,company_source_urls,is_accessible,boolean,OPERATIONAL,,
company,company_source_urls,last_checked_at,timestamp with time zone,DATA,,
company,company_source_urls,last_content_change_at,timestamp with time zone,DATA,,
company,company_source_urls,page_title,text,DATA,,
company,company_source_urls,people_extracted,integer,DATA,,
company,company_source_urls,requires_paid_enrichment,boolean,DATA,,
company,company_source_urls,source_id,uuid,PK,PK,
company,company_source_urls,source_type,character varying,DATA,,
company,company_source_urls,source_url,text,DATA,,
company,company_source_urls,updated_at,timestamp with time zone,AUDIT,,
company,contact_enrichment,company_slot_unique_id,text,FK,,company.company_slots(company_slot_unique_id)
company,contact_enrichment,created_at,timestamp without time zone,AUDIT,,
company,contact_enrichment,email,text,DATA,,
company,contact_enrichment,enriched_at,timestamp without time zone,AUDIT,,
company,contact_enrichment,enrichment_data,jsonb,DATA,,
company,contact_enrichment,enrichment_source,text,DATA,,
company,contact_enrichment,enrichment_status,text,OPERATIONAL,,
company,contact_enrichment,full_name,text,DATA,,
company,contact_enrichment,id,integer,PK,PK,
company,contact_enrichment,linkedin_url,text,DATA,,
company,contact_enrichment,phone,text,DATA,,
company,email_verification,created_at,timestamp without time zone,AUDIT,,
company,email_verification,email,text,DATA,,
company,email_verification,enrichment_id,integer,FK,,company.contact_enrichment(id)
company,email_verification,id,integer,PK,PK,
company,email_verification,verification_result,jsonb,DATA,,
company,email_verification,verification_service,text,DATA,,
company,email_verification,verification_status,text,OPERATIONAL,,
company,email_verification,verified_at,timestamp without time zone,AUDIT,,
company,message_key_reference,active,boolean,DATA,,
company,message_key_reference,created_at,timestamp with time zone,AUDIT,,
company,message_key_reference,message_channel,text,DATA,,
company,message_key_reference,message_key,text,PK,PK,
company,message_key_reference,message_type,text,DATA,,
company,message_key_reference,optimal_send_time,text,DATA,,
company,message_key_reference,preview_text,text,DATA,,
company,message_key_reference,role,text,DATA,,
company,message_key_reference,send_delay_hours,integer,DATA,,
company,message_key_reference,subject_line,text,DATA,,
company,message_key_reference,trigger_condition,text,DATA,,
company,message_key_reference,updated_at,timestamp with time zone,AUDIT,,
company,message_key_reference,vibeos_template_id,text,DATA,,
company,next_company_urls_30d,company_id,bigint,DATA,,
company,next_company_urls_30d,last_checked_at,timestamp with time zone,DATA,,
company,next_company_urls_30d,url,text,DATA,,
company,next_company_urls_30d,url_type,text,DATA,,
company,pipeline_errors,created_at,timestamp without time zone,AUDIT,,
company,pipeline_errors,error_details,jsonb,DATA,,
company,pipeline_errors,error_message,text,DATA,,
company,pipeline_errors,event_type,text,DATA,,
company,pipeline_errors,id,integer,PK,PK,
company,pipeline_errors,record_id,text,DATA,,
company,pipeline_errors,resolution_notes,text,DATA,,
company,pipeline_errors,resolved,boolean,DATA,,
company,pipeline_errors,resolved_at,timestamp without time zone,DATA,,
company,pipeline_errors,resolved_by,text,DATA,,
company,pipeline_errors,severity,text,DATA,,
company,pipeline_events,created_at,timestamp without time zone,AUDIT,,
company,pipeline_events,error_message,text,DATA,,
company,pipeline_events,event_type,text,DATA,,
company,pipeline_events,id,integer,PK,PK,
company,pipeline_events,payload,jsonb,DATA,,
company,pipeline_events,processed_at,timestamp without time zone,DATA,,
company,pipeline_events,retry_count,integer,DATA,,
company,pipeline_events,status,text,OPERATIONAL,,
company,v_needs_enrichment,address_state,text,OPERATIONAL,,
company,v_needs_enrichment,company_name,text,DATA,,
company,v_needs_enrichment,company_unique_id,text,CTB_PATH,,
company,v_needs_enrichment,next_needed,text,DATA,,
company,validation_failures_log,company_id,text,DATA,,
company,validation_failures_log,company_name,text,DATA,,
company,validation_failures_log,created_at,timestamp with time zone,AUDIT,,
company,validation_failures_log,exported_at,timestamp with time zone,DATA,,
company,validation_failures_log,exported_to_b2,boolean,DATA,,
company,validation_failures_log,exported_to_b2_at,timestamp without time zone,DATA,,
company,validation_failures_log,exported_to_sheets,boolean,DATA,,
company,validation_failures_log,fail_reason,text,DATA,,
company,validation_failures_log,failure_type,text,DATA,,
company,validation_failures_log,id,integer,PK,PK,
company,validation_failures_log,person_id,text,CTB_PATH,,
company,validation_failures_log,person_name,text,DATA,,
company,validation_failures_log,pipeline_id,text,DATA,,
company,validation_failures_log,state,text,OPERATIONAL,,
company,validation_failures_log,updated_at,timestamp with time zone,AUDIT,,
company,validation_failures_log,validation_timestamp,timestamp with time zone,DATA,,
company,vw_anchor_staleness,company_id,bigint,DATA,,
company,vw_anchor_staleness,company_name,text,DATA,,
company,vw_anchor_staleness,linkedin_status,text,OPERATIONAL,,
company,vw_anchor_staleness,linkedin_url,text,DATA,,
company,vw_anchor_staleness,news_status,text,OPERATIONAL,,
company,vw_anchor_staleness,news_url,text,DATA,,
company,vw_anchor_staleness,overall_status,text,OPERATIONAL,,
company,vw_anchor_staleness,website_status,text,OPERATIONAL,,
company,vw_anchor_staleness,website_url,text,DATA,,
company,vw_company_slots,company_id,bigint,DATA,,
company,vw_company_slots,company_name,text,DATA,,
company,vw_company_slots,company_slot_id,bigint,DATA,,
company,vw_company_slots,contact_id,bigint,DATA,,
company,vw_company_slots,email,text,DATA,,
company,vw_company_slots,email_checked_at,timestamp with time zone,DATA,,
company,vw_company_slots,email_status,text,OPERATIONAL,,
company,vw_company_slots,full_name,text,DATA,,
company,vw_company_slots,linkedin_url,text,DATA,,
company,vw_company_slots,news_url,text,DATA,,
company,vw_company_slots,phone,text,DATA,,
company,vw_company_slots,profile_source_url,text,DATA,,
company,vw_company_slots,role_code,text,DATA,,
company,vw_company_slots,title,text,DATA,,
company,vw_company_slots,website_url,text,DATA,,
company,vw_due_renewals_ready,campaign_window_start,date,DATA,,
company,vw_due_renewals_ready,company_id,bigint,DATA,,
company,vw_due_renewals_ready,company_name,text,DATA,,
company,vw_due_renewals_ready,has_green_contact,boolean,OPERATIONAL,,
company,vw_due_renewals_ready,next_renewal_date,date,DATA,,
company,vw_next_renewal,campaign_window_start,date,DATA,,
company,vw_next_renewal,company_id,bigint,DATA,,
company,vw_next_renewal,company_name,text,DATA,,
company,vw_next_renewal,next_renewal_date,date,DATA,,
company,vw_next_renewal,notice_days,integer,DATA,,
company,vw_next_renewal,renewal_month,smallint,DATA,,
company_target,vw_all_pressure_signals,company_unique_id,text,CTB_PATH,,
company_target,vw_all_pressure_signals,correlation_id,uuid,DATA,,
company_target,vw_all_pressure_signals,created_at,timestamp with time zone,AUDIT,,
company_target,vw_all_pressure_signals,detected_at,timestamp with time zone,DATA,,
company_target,vw_all_pressure_signals,expires_at,timestamp with time zone,DATA,,
company_target,vw_all_pressure_signals,magnitude,integer,DATA,,
company_target,vw_all_pressure_signals,pressure_class,USER-DEFINED,DATA,,
company_target,vw_all_pressure_signals,pressure_domain,USER-DEFINED,DATA,,
company_target,vw_all_pressure_signals,signal_id,uuid,DATA,,
company_target,vw_all_pressure_signals,signal_type,character varying,DISCRIMINATOR,,
company_target,vw_all_pressure_signals,signal_value,jsonb,DATA,,
company_target,vw_all_pressure_signals,source_hub,text,DISCRIMINATOR,,
company_target,vw_all_pressure_signals,source_record_id,text,DATA,,
company_target,vw_company_authorization,aligned_domains,integer,DATA,,
company_target,vw_company_authorization,authorization_band,integer,DATA,,
company_target,vw_company_authorization,band_capped_by,text,DATA,,
company_target,vw_company_authorization,band_name,text,DATA,,
company_target,vw_company_authorization,blog_active,boolean,OPERATIONAL,,
company_target,vw_company_authorization,company_name,character varying,DATA,,
company_target,vw_company_authorization,company_unique_id,character varying,CTB_PATH,,
company_target,vw_company_authorization,dol_active,boolean,OPERATIONAL,,
company_target,vw_company_authorization,people_active,boolean,OPERATIONAL,,
company_target,vw_company_authorization,primary_pressure,text,DATA,,
company_target,vw_company_authorization,total_magnitude,integer,DATA,,
dol,column_metadata,category,character varying,DATA,,
dol,column_metadata,column_id,character varying,DATA,,
dol,column_metadata,column_name,character varying,DATA,,
dol,column_metadata,created_at,timestamp without time zone,AUDIT,,
dol,column_metadata,data_type,character varying,DATA,,
dol,column_metadata,description,text,DATA,,
dol,column_metadata,example_values,ARRAY,DATA,,
dol,column_metadata,format_pattern,character varying,DATA,,
dol,column_metadata,id,integer,PK,PK,
dol,column_metadata,is_pii,boolean,OPERATIONAL,,
dol,column_metadata,is_searchable,boolean,OPERATIONAL,,
dol,column_metadata,max_length,integer,DATA,,
dol,column_metadata,search_keywords,ARRAY,DATA,,
dol,column_metadata,table_name,character varying,DATA,,
dol,ein_urls,city,text,DATA,,
dol,ein_urls,company_name,text,DATA,,
dol,ein_urls,discovered_at,timestamp without time zone,DATA,,
dol,ein_urls,discovery_method,text,DATA,,
dol,ein_urls,domain,text,DATA,,
dol,ein_urls,ein,character varying,PK,PK,
dol,ein_urls,normalized_domain,text,DATA,,
dol,ein_urls,state,character varying,OPERATIONAL,,
dol,ein_urls,url,text,DATA,,
dol,form_5500,ack_id,character varying,DATA,,
dol,form_5500,admin_address_same_spon_ind,character varying,DATA,,
dol,form_5500,admin_care_of_name,character varying,DATA,,
dol,form_5500,admin_ein,character varying,DATA,,
dol,form_5500,admin_foreign_address1,character varying,DATA,,
dol,form_5500,admin_foreign_address2,character varying,DATA,,
dol,form_5500,admin_foreign_city,character varying,DATA,,
dol,form_5500,admin_foreign_cntry,numeric,DATA,,
dol,form_5500,admin_foreign_postal_cd,character varying,DATA,,
dol,form_5500,admin_foreign_prov_state,character varying,OPERATIONAL,,
dol,form_5500,admin_manual_signed_date,character varying,DATA,,
dol,form_5500,admin_manual_signed_name,character varying,DATA,,
dol,form_5500,admin_name,character varying,DATA,,
dol,form_5500,admin_name_same_spon_ind,character varying,DATA,,
dol,form_5500,admin_phone_num,character varying,DATA,,
dol,form_5500,admin_phone_num_foreign,character varying,DATA,,
dol,form_5500,admin_signed_date,character varying,DATA,,
dol,form_5500,admin_signed_name,character varying,DATA,,
dol,form_5500,admin_us_address1,character varying,DATA,,
dol,form_5500,admin_us_address2,character varying,DATA,,
dol,form_5500,admin_us_city,character varying,DATA,,
dol,form_5500,admin_us_state,character varying,OPERATIONAL,,
dol,form_5500,admin_us_zip,character varying,DATA,,
dol,form_5500,adopted_plan_perm_sec_act,character varying,DATA,,
dol,form_5500,amended_ind,character varying,DATA,,
dol,form_5500,benef_rcvg_bnft_cnt,numeric,DATA,,
dol,form_5500,benefit_gen_asset_ind,character varying,DATA,,
dol,form_5500,benefit_insurance_ind,character varying,DATA,,
dol,form_5500,benefit_sec412_ind,character varying,DATA,,
dol,form_5500,benefit_trust_ind,character varying,DATA,,
dol,form_5500,business_code,character varying,DATA,,
dol,form_5500,collective_bargain_ind,character varying,DATA,,
dol,form_5500,company_unique_id,text,CTB_PATH,,
dol,form_5500,compliance_m1_filing_req_ind,character varying,DATA,,
dol,form_5500,contrib_emplrs_cnt,numeric,DATA,,
dol,form_5500,created_at,timestamp with time zone,AUDIT,,
dol,form_5500,date_received,character varying,DATA,,
dol,form_5500,dfe_manual_signed_date,character varying,DATA,,
dol,form_5500,dfe_manual_signed_name,character varying,DATA,,
dol,form_5500,dfe_signed_date,character varying,DATA,,
dol,form_5500,dfe_signed_name,character varying,DATA,,
dol,form_5500,dfvc_program_ind,character varying,DATA,,
dol,form_5500,ext_automatic_ind,character varying,DATA,,
dol,form_5500,ext_special_ind,character varying,DATA,,
dol,form_5500,ext_special_text,text,DATA,,
dol,form_5500,f5558_application_filed_ind,character varying,DATA,,
dol,form_5500,filing_id,uuid,PK,PK,
dol,form_5500,filing_status,character varying,OPERATIONAL,,
dol,form_5500,final_filing_ind,character varying,DATA,,
dol,form_5500,form_plan_year_begin_date,character varying,DATA,,
dol,form_5500,form_tax_prd,character varying,DATA,,
dol,form_5500,form_year,character varying,DATA,,
dol,form_5500,funding_gen_asset_ind,character varying,DATA,,
dol,form_5500,funding_insurance_ind,character varying,DATA,,
dol,form_5500,funding_sec412_ind,character varying,DATA,,
dol,form_5500,funding_trust_ind,character varying,DATA,,
dol,form_5500,initial_filing_ind,character varying,DATA,,
dol,form_5500,last_rpt_plan_name,character varying,DATA,,
dol,form_5500,last_rpt_plan_num,character varying,DATA,,
dol,form_5500,last_rpt_spons_ein,character varying,DATA,,
dol,form_5500,last_rpt_spons_name,character varying,DATA,,
dol,form_5500,m1_receipt_confirmation_code,character varying,DATA,,
dol,form_5500,num_sch_a_attached_cnt,integer,DATA,,
dol,form_5500,num_sch_dcg_attached_cnt,numeric,DATA,,
dol,form_5500,partcp_account_bal_cnt,numeric,DATA,,
dol,form_5500,partcp_account_bal_cnt_boy,numeric,DATA,,
dol,form_5500,plan_eff_date,character varying,DATA,,
dol,form_5500,plan_name,character varying,DATA,,
dol,form_5500,plan_number,character varying,DATA,,
dol,form_5500,preparer_firm_name,character varying,DATA,,
dol,form_5500,preparer_foreign_address1,character varying,DATA,,
dol,form_5500,preparer_foreign_address2,character varying,DATA,,
dol,form_5500,preparer_foreign_city,character varying,DATA,,
dol,form_5500,preparer_foreign_cntry,numeric,DATA,,
dol,form_5500,preparer_foreign_postal_cd,character varying,DATA,,
dol,form_5500,preparer_foreign_prov_state,character varying,OPERATIONAL,,
dol,form_5500,preparer_name,character varying,DATA,,
dol,form_5500,preparer_phone_num,character varying,DATA,,
